고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리
서울 서초구 00동,302.4, 34 개, 27 개,없음 대,5000 만원,422, 포함 ,24000,-선택사항- ,-선택사항-     ,5000,24000,34,422,0
서울 종로구 00동,100, 36 개,  개,00 대,8000 만원,450,0,18000,-선택사항- ,-선택사항-     ,8000,18000,36,450,0
서울 서초구 00동,404.23,  개,  개,00 대,8500 만원,520, 46만 ,24000,-선택사항- ,-선택사항-     ,8500,24000,0,520,46
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0
서울 용산구 00동,110, 47 개,  개,00 대,9000 만원,440,0,13000,-선택사항- ,-선택사항-     ,9000,13000,47,440,0
서울 동작구 노량진동,220.83, 23 개, 22 개,00 대,5000 만원,440,0,18000,-선택사항- ,-선택사항-     ,5000,18000,23,440,0
서울 종로구 종로3가,244.43, 27 개,  개,00 대,3000 만원,200,0,1억1000,-선택사항- ,-선택사항-     ,3000,11000,27,200,0
서울 강남구 00동,246, 28 개,  개,00 대,5500 만원,450, 7만 ,15000,-선택사항- ,-선택사항-     ,5500,15000,28,450,7
서울 강남구 00동,245,  개,  개,00 대,5000 만원,460, 업음 ,26000,-선택사항- ,-선택사항-     ,5000,26000,0,460,0
서울 강남구 00동,247.24,  개,  개,00 대,7000 만원,770, 없음 ,38000,-선택사항- ,-선택사항-     ,7000,38000,0,770,0
서울 양천구 00동,429, 40 개,  개,00 대,1억 만원,460,0,,-선택사항- ,-선택사항-     ,10000,0,40,460,0
서울 종로구 00동,360, 41 개, 0 개,00 대,5000 만원,310,0,,-선택사항- ,-선택사항-     ,5000,0,41,310,0
서울 성동구 00동,376, 42 개, 42 개,00 대,4천 만원,470,60,3억4천,-선택사항- ,-선택사항-     ,4000,34000,42,470,60
서울 강남구 00동,246, 28 개, 14 개,없음 대,5500 만원,480,7,16000,-선택사항- ,-선택사항-     ,5500,16000,28,480,7
서울 서초구 00동,302.4, 34 개, 27 개,없음 대,5000 만원,422, 포함 ,24000,-선택사항- ,-선택사항-     ,5000,24000,34,422,0
서울 서초구 00동,302.4, 34 개, 27 개,없음 대,5000 만원,422, 포함 ,24000,-선택사항- ,-선택사항-     ,5000,24000,34,422,0
서울 서초구 00동,302.4, 34 개, 27 개,없음 대,5000 만원,422, 포함 ,24000,-선택사항- ,-선택사항-     ,5000,24000,34,422,0
서울 서초구 00동,* ,  개,  개,00 대, 만원,680,0,30000,-선택사항- ,-선택사항-     ,0,30000,0,680,0
서울 송파구 00동,* ,  개,  개,00 대, 만원,470,0,22000,-선택사항- ,-선택사항-     ,0,22000,0,470,0
서울 성동구 00동,* ,  개,  개,00 대, 만원,370,0,12000,-선택사항- ,-선택사항-     ,0,12000,0,370,0
서울 관악구 00동,* ,  개,  개,00 대, 만원,330,0,17000,-선택사항- ,-선택사항-     ,0,17000,0,330,0
서울 용산구 00동,239.52, 52 개,  개,8 대,5000 만원,700,0,14500,-선택사항- ,-선택사항-     ,5000,14500,52,700,0
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,시,-선택사항- ,-선택사항-     ,7000,0,35,390,0
서울 구로구 00동,340, 40 개, 27 개,1 대,4000 만원,380,0,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0
서울 종로구 00동,400, 55 개, 42 개,1 대,9000 만원,580,50,19000,-선택사항- ,-선택사항-     ,9000,19000,55,580,50
서울 강동구 00동,330, 28 개,  개,00 대,3000 만원,264,0,16000,-선택사항- ,-선택사항-     ,3000,16000,28,264,0
서울 강동구 00동,330, 57 개,  개,00 대,5000 만원,330,0,14000,-선택사항- ,-선택사항-     ,5000,14000,57,330,0
서울 종로구 00동,298,  개,  개,00 대,4000 만원,250,0,2억2000,-선택사항- ,-선택사항-     ,4000,22000,0,250,0
서울 성동구 00동,200,  개,  개,00 대,4000 만원,250,0,권리2500,-선택사항- ,-선택사항-     ,4000,2500,0,250,0
서울 강서구 00동,294,  개,  개,00 대,3000 만원,300, 사용량에 따라 부과 ,1억5000,-선택사항- ,-선택사항-     ,3000,15000,0,300,0
서울 강서구 00동,300, 48 개,  개,00 대,3000 만원,276,0,8500,-선택사항- ,-선택사항-     ,3000,8500,48,276,0
서울 노원구 00동,280,  개,  개,00 대,5000 만원,300,10,5000,-선택사항- ,-선택사항-     ,5000,5000,0,300,10
서울 광진구 00동,270, 42 개,  개,00 대,4000 만원,300,0,10000,-선택사항- ,-선택사항-     ,4000,10000,42,300,0
서울 강동구 00동,464,  개,  개,00 대,5000 만원,605,0,31000,-선택사항- ,-선택사항-     ,5000,31000,0,605,0
서울 중랑구 면목동,290,  개,  개,00 대,5000 만원,350,50,13000,-선택사항- ,-선택사항-     ,5000,13000,0,350,50
서울 강남구 포이동,440, 36 개, 36 개,1 대,5천 만원,670,40,합2억3천,-선택사항- ,-선택사항-     ,5000,23000,36,670,40
서울 성동구 구의동,410, 42 개, 42 개,1 대,4천 만원,490,63,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,42,490,63
서울 서초구 00동,211.8, 35 개,  개,00 대,3000 만원,430,0,26000,-선택사항- ,-선택사항-     ,3000,26000,35,430,0
서울 중랑구 상봉동,390, 30 개, 풀30 개,1 대,5천 만원,350,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,30,350,30
서울 종로구 00동,189.96,  개,  개,00 대, 만원,220, 없음 ,18000,-선택사항- ,-선택사항-     ,0,18000,0,220,0
서울 금천구 00동,135,  개,  개,00 대,2000 만원,272,0,14000,-선택사항- ,-선택사항-     ,2000,14000,0,272,0
서울 종로구 00동,212.96, 24 개,  개,00 대,4000 만원,280,0,21000,-선택사항- ,-선택사항-     ,4000,21000,24,280,0
서울 강남구 00동,40평 , 13 개, 13 개,00 대,3000 만원,260,0,8,-선택사항- ,-선택사항-     ,3000,80000,13,260,0
서울 마포구 00동,290, 39 개,  개,00 대,8000 만원,277,0,27000,-선택사항- ,-선택사항-     ,8000,27000,39,277,0
서울 강남구 00동,131평 ,  개,  개,00 대,15000 만원,1050,0,36000,-선택사항- ,-선택사항-     ,15000,36000,0,1050,0
서울 동작구 00동,239, 40 개,  개,00 대,2000 만원,230,0,9500,-선택사항- ,-선택사항-     ,2000,9500,40,230,0
서울 관악구 00동,440, 41 개,  개,00 대,5000 만원,330,0,14000,-선택사항- ,-선택사항-     ,5000,14000,41,330,0
서울 송파구 00동,530, 44 개,  개,00 대,8000 만원,770,0,45000,-선택사항- ,-선택사항-     ,8000,45000,44,770,0
서울 은평구 00동,250, 36 개,  개,1 대,5000 만원,200,0,5000,6호선 역촌역,-선택사항-     ,5000,5000,36,200,0
서울 영등포구 00동,220, 47 개,  개,00 대,7000 만원,470,0,7000,-선택사항- ,-선택사항-     ,7000,7000,47,470,0
서울 송파구 00동,370, 45 개,  개,1 대,7000 만원,700,0,30000,3호선 ,-선택사항-     ,7000,30000,45,700,0
서울 강남구 00동,300,  개, 30 개,1 대,8000 만원,500,0,24000,-선택사항- ,-선택사항-     ,8000,24000,0,500,0
서울 종로구 00동,250, 36 개, 21 개,없음 대,8000 만원,470, 없음 ,19000,-선택사항- ,-선택사항-     ,8000,19000,36,470,0
서울 송파구 00동,300.1, 26 개,  개,1 대,7000 만원,500,20,14000,8호선 송파역,-선택사항-     ,7000,14000,26,500,20
서울 동작구 00동,245, 38 개,  개,00 대,5000 만원,460,0,26000,-선택사항- ,-선택사항-     ,5000,26000,38,460,0
서울 강동구 00동,240.3, 28 개, 16 개,없음 대,3000 만원,264, 없음 ,17000,-선택사항- ,-선택사항-     ,3000,17000,28,264,0
서울 서초구 00동,332, 40 개,  개,00 대,6천 만원,470,50,1억9천5백,-선택사항- ,-선택사항-     ,6000,19500,40,470,50
서울 강서구 00동,440, 39 개,  개,00 대,9천 만원,470,30,1억7천,-선택사항- ,-선택사항-     ,9000,17000,39,470,30
서울 영등포구 00동,294.38, 29 개, 29 개,없음 대,4000 만원,300, 없음 ,25000,-선택사항- ,-선택사항-     ,4000,25000,29,300,0
서울 동작구 노량진동,245, 38 개, 38 개,00 대,5000 만원,460,0,25000,-선택사항- ,-선택사항-     ,5000,25000,38,460,0
서울 강남구 00동,460, 35 개, 35 개,00 대,5천 만원,590,50,2억3천,-선택사항- ,-선택사항-     ,5000,23000,35,590,50
서울 동작구 노량진동,172.62, 44 개, 44 개,X 대,6천 만원,660, 없음 ,3억8천,-선택사항- ,-선택사항-     ,6000,38000,44,660,0
서울 동작구 노량진동,172.59, 23 개, 22 개,00 대,5000 만원,280,5,13000,-선택사항- ,-선택사항-     ,5000,13000,23,280,5
서울 동작구 노량진동,176.26, 15 개, 15 개,00 대,2000 만원,220,0,9500,-선택사항- ,-선택사항-     ,2000,9500,15,220,0
서울 동작구 상도동,217.32, 33 개, 4 개,00 대,3000 만원,220,0,6000,-선택사항- ,-선택사항-     ,3000,6000,33,220,0
서울 영등포구 대림동,174.47, 34 개, 29 개,X 대,7천 만원,360, 15만원 ,1억6천,-선택사항- ,-선택사항-     ,7000,16000,34,360,15
서울 동작구 사당동,321.5, 50 개, 3 개,00 대,5000 만원,407,0,13000,-선택사항- ,-선택사항-     ,5000,13000,50,407,0
서울 강서구 00동,165.29, 22 개,  개,00 대,2000 만원,110, 문의 ,5000,-선택사항- ,-선택사항-     ,2000,5000,22,110,0
서울 용산구 00동,110, 47 개,  개,00 대,9000 만원,440,0,13000,-선택사항- ,-선택사항-     ,9000,13000,47,440,0
서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0
서울 중구 00동,330, 23 개, 23 개,00 대,5000 만원,300,0,2억,-선택사항- ,-선택사항-     ,5000,20000,23,300,0
서울 성북구 00동,419, 30 개, 30 개,00 대,8000 만원,310,0,협의,-선택사항- ,-선택사항-     ,8000,0,30,310,0
서울 강남구 00동,360, 40 개, 0 개,00 대,5000 만원,540,0,2억,-선택사항- ,-선택사항-     ,5000,20000,40,540,0
서울 영등포구 영등포동,390, 40 개, 원13 개,1 대,2500 만원,230,0,합1억7천,-선택사항- ,-선택사항-     ,2500,17000,40,230,0
서울 마포구 합정동,390, 40 개, 17 개,1 대,5천 만원,390,20,합1억7천,-선택사항- ,-선택사항-     ,5000,17000,40,390,20
서울 노원구 00동,320, 34 개,  개,00 대,8천 만원,420,0,2억3천,-선택사항- ,-선택사항-     ,8000,23000,34,420,0
서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0
서울 강남구 00동,332, 38 개,  개,00 대,6천 만원,530,50,2억9천,-선택사항- ,-선택사항-     ,6000,29000,38,530,50
서울 종로구 00동,380, 상담 개,  개,00 대,4천5백 만원,400,0,3억,-선택사항- ,-선택사항-     ,4500,30000,0,400,0
서울 종로구 00동,250, 36 개, 21 개,없음 대,8000 만원,520, 없음 ,19000,-선택사항- ,-선택사항-     ,8000,19000,36,520,0
서울 강서구 00동,323,  개,  개,00 대,3000 만원,350,15,12,-선택사항- ,-선택사항-     ,3000,12000,0,350,15
서울 동대문구 00동,210.31, 31 개, 6 개,00 대,3천 만원,240, 없음 ,9300,-선택사항- ,-선택사항-     ,3000,9300,31,240,0
서울 구로구 00동,1665.65, 27 개, 12 개,00 대,5천 만원,360, 없음 ,9500,-선택사항- ,-선택사항-     ,5000,9500,27,360,0
서울 구로구 00동,340, 40 개, 27 개,1 대,4000 만원,380,0,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0
서울 구로구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,시설비8000,-선택사항- ,-선택사항-     ,7000,8000,35,390,0
서울 종로구 00동,400, 55 개, 42 개,1 대,9000 만원,580,50,19000,-선택사항- ,-선택사항-     ,9000,19000,55,580,50
서울 강동구 성내동,235.04, 24 개, 24 개,00 대,4천5백 만원,132, 무 ,1억6천,-선택사항- ,-선택사항-     ,4500,16000,24,132,0
서울 강남구 포이동,440, 36 개, 36 개,2 대,5천 만원,670,30,합2억3천,-선택사항- ,-선택사항-     ,5000,23000,36,670,30
서울 금천구 00동,198, 32 개, 32 개,00 대,2억오천만 만원, 직영중 ,0,,-선택사항- ,-선택사항-     ,25000,0,32,0,0
서울 종로구 숭인동,2005.11.03 , 20 개, 20 개,00 대,6천 만원,300, 별도 ,1억5천,-선택사항- ,-선택사항-     ,6000,15000,20,300,0
서울 강남구 서초,390, 28 개, 큰28 개,1 대,7천 만원,520,30,합2억2천,-선택사항- ,-선택사항-     ,7000,22000,28,520,30
서울 노원구 00동,326.91, 29 개, 29 개,2 대,5천 만원,350, 10만 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,29,350,10
서울 종로구 00동,212.96, 24 개, 24 개,없음 대,4000 만원,286, 포함 ,21000,-선택사항- ,-선택사항-     ,4000,21000,24,286,0
서울 중구 00동,304, 39 개, 7 개,00 대,4300 만원,350,0,1억6천,-선택사항- ,-선택사항-     ,4300,16000,39,350,0
서울 광진구 00동,230, 22 개,  개,00 대,3천 만원,220,0,2억2천,-선택사항- ,-선택사항-     ,3000,22000,22,220,0
서울 종로구 00동,310, 33 개,  개,00 대,4500 만원,420,0,2억8천,-선택사항- ,-선택사항-     ,4500,28000,33,420,0
서울 동대문구 00동,262.99, 31 개,  개,없음 대,5000 만원,376, 없음 ,16000,-선택사항- ,-선택사항-     ,5000,16000,31,376,0
서울 서초구 00동,393.75, 40 개,  개,00 대,6000 만원,578, 없음 ,20000,-선택사항- ,-선택사항-     ,6000,20000,40,578,0
서울 구로구 00동,370, 40 개, 20 개,00 대,5000 만원,400,0,1억6000,-선택사항- ,-선택사항-     ,5000,16000,40,400,0
서울 동대문구 00동,85평 ,  개,  개,00 대,5000 만원,350,0,16000,-선택사항- ,-선택사항-     ,5000,16000,0,350,0
서울 강남구 00동,598, 53 개,  개,00 대,2억 만원, 상담 ,0,권리2억7000,-선택사항- ,-선택사항-     ,20000,27000,53,0,0
서울 강북구 00동,110평 , 32 개, 32 개,노 대,5000 만원,450, 노 ,24000,4호선 ,-선택사항-     ,5000,24000,32,450,0
서울 중구 00동,400, 60 개,  개,00 대,9천 만원,600,0,2억,-선택사항- ,-선택사항-     ,9000,20000,60,600,0
서울 노원구 00동,490, 55 개,  개,00 대, 만원,600,0,2억6천,-선택사항- ,-선택사항-     ,0,26000,55,600,0
서울 동작구 00동,552, 57 개, 57 개,1 대,1억 만원,800,0,3억2천만,1호선 노량진역,-선택사항-     ,10000,32000,57,800,0
서울 관악구 00동,230, 35 개,  개,00 대,2500 만원,230,0,5000,-선택사항- ,-선택사항-     ,2500,5000,35,230,0
서울 중랑구 00동,320, 35 개, 28 개,00 대,9천 만원,420,0,2억4천,-선택사항- ,-선택사항-     ,9000,24000,35,420,0
서울 동작구 동작동,440, 24 개, 24 개,1 대,8천 만원,280,20,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,24,280,20
서울 구로구 구로동,360, 40 개, 26 개,1 대,4천 만원,370,30,합1억7천,-선택사항- ,-선택사항-     ,4000,17000,40,370,30
서울 영등포구 00동,380, 40 개, 37 개,00 대,1억 만원,500,0,1억6000,-선택사항- ,-선택사항-     ,10000,16000,40,500,0
서울 성동구 구의동,420, 42 개, 42 개,1 대,4천 만원,490,63,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,42,490,63
서울 금천구 00동,250, 30 개, 16 개,00 대,2000 만원,220,0,1억3000,-선택사항- ,-선택사항-     ,2000,13000,30,220,0
서울 성북구 00동,200평 ,  개,  개,00 대,15000 만원,1500,0,15000,-선택사항- ,-선택사항-     ,15000,15000,0,1500,0
서울 동작구 00동,217,  개,  개,00 대,3000 만원,200, 없음 ,7000,-선택사항- ,-선택사항-     ,3000,7000,0,200,0
서울 강동구 00동,400, 39 개, 39 개,00 대,5천 만원,600,0,3억1천,-선택사항- ,-선택사항-     ,5000,31000,39,600,0
서울 광진구 00동,390, 43 개, 43 개,00 대,5천 만원,580,0,3억3천,-선택사항- ,-선택사항-     ,5000,33000,43,580,0
서울 구로구 00동,500,  개,  개,00 대,7000 만원,450, 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     ,7000,13000,0,450,0
서울 강남구 00동,320,  개,  개,00 대,5천5백 만원,440,0,1억6천,-선택사항- ,-선택사항-     ,5500,16000,0,440,0
서울 성북구 00동,85평 , 41 개,  개,00 대,4000 만원,220,0,9000,-선택사항- ,-선택사항-     ,4000,9000,41,220,0
서울 영등포구 00동,290, 30 개,  개,00 대,4000 만원,330,0,25000,-선택사항- ,-선택사항-     ,4000,25000,30,330,0
서울 성북구 00동,85평 ,  개,  개,00 대,3000 만원,150,0,14000,-선택사항- ,-선택사항-     ,3000,14000,0,150,0
서울 서대문구 00동,238.78, 36 개, 37 개,없음 대,3000 만원,450, 없음 ,21000,-선택사항- ,-선택사항-     ,3000,21000,36,450,0
서울 서초구 00동,211.8,  개,  개,00 대,3000 만원,450,0,26000,-선택사항- ,-선택사항-     ,3000,26000,0,450,0
서울 서초구 00동,218.4,  개,  개,00 대,6000 만원,578,0,19000,-선택사항- ,-선택사항-     ,6000,19000,0,578,0
서울 광진구 00동,480,  개,  개,00 대,4000 만원,360, 사용량에 따라 부과 ,1억1000,-선택사항- ,-선택사항-     ,4000,11000,0,360,0
서울 노원구 00동,283,  개,  개,00 대,5000 만원,300,10,5000,-선택사항- ,-선택사항-     ,5000,5000,0,300,10
서울 강남구 00동,400, 43 개, 23 개,00 대,6000 만원,640,0,3억5천,-선택사항- ,-선택사항-     ,6000,35000,43,640,0
서울 마포구 00동,373.8, 34 개,  개,00 대,3150 만원,550,0,36000,-선택사항- ,-선택사항-     ,3150,36000,34,550,0
서울 동작구 00동,240, 40 개,  개,00 대,2000 만원,230,0,9500,-선택사항- ,-선택사항-     ,2000,9500,40,230,0
서울 동작구 00동,180, 24 개, 24 개,00 대,5000 만원,250,0,14000,-선택사항- ,-선택사항-     ,5000,14000,24,250,0
서울 종로구 관철동,243.83, 40 개, 6 개,X 대,3천 만원,300, 없음 ,6천,-선택사항- ,-선택사항-     ,3000,6000,40,300,0
서울 중랑구 00동,150,  개,  개,00 대,3000 만원,190,190,7500,-선택사항- ,-선택사항-     ,3000,7500,0,190,190
서울 강서구 00동,100평 , 48 개,  개,00 대,3000 만원,250,0,8500,-선택사항- ,-선택사항-     ,3000,8500,48,250,0
서울 동작구 00동,376.7, 58 개, 58 개,없음 대,1억 만원,800, 없음 ,34000,-선택사항- ,-선택사항-     ,10000,34000,58,800,0
서울 동대문구 휘경동,368.51, 32 개, 32 개,1 대,1억 만원,300, 60만원 ,2억5천,-선택사항- ,-선택사항-     ,10000,25000,32,300,60
서울 노원구 공릉동,114.76, 42 개, 4 개,X 대,5천5백 만원,290, 없음 ,7천5백,-선택사항- ,-선택사항-     ,5500,7500,42,290,0
